artist_name,concert_title,item_name,price,img_url
Eric Martin (에릭 마틴),에릭 마틴 내한공연,미니 배너,"15,000원",
Eric Martin (에릭 마틴),에릭 마틴 내한공연,볼캡,"35,000원",
Eric Martin (에릭 마틴),에릭 마틴 내한공연,캔버스백,"25,000원",
Eric Martin (에릭 마틴),에릭 마틴 내한공연,투어 티셔츠,"40,000원",
Eric Martin (에릭 마틴),에릭 마틴 내한공연,포스터 세트,"10,000원",
Eric Martin (에릭 마틴),에릭 마틴 내한공연,피크 세트,"10,000원",
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,"MAD HOPE ""Crazy Hope"" T-shirt (Black)","3,500원",https://d3vgh01g00y23c.cloudfront.net/products/374635_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,"MAD HOPE ""Crazy Hope"" T-shirt (White)","3,500원",https://d3vgh01g00y23c.cloudfront.net/products/374636_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,MAD HOPE Badge Collection (랜덤 / 5종 중 1종),500원,https://d3vgh01g00y23c.cloudfront.net/products/374639_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,MAD HOPE Clear Folder Set,"1,000원",https://d3vgh01g00y23c.cloudfront.net/products/374641_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,MAD HOPE Pouch,"1,800원",https://d3vgh01g00y23c.cloudfront.net/products/374640_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,MAD HOPE Rubber Band,600원,https://d3vgh01g00y23c.cloudfront.net/products/374638_1_2.jpg
Gen Hoshino (호시노 겐),Gen Hoshino presents MAD HOPE Asia Tour in SEOUL,MAD HOPE Towel,"2,000원",https://d3vgh01g00y23c.cloudfront.net/products/374637_1_2.jpg
JVKE (제이크),"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",JVKE LIVE IN SEOUL Cap (Black),"30,000원",https://cdn.shopify.com/s/files/1/0530/2324/5354/products/JVKE_Merch_Thumbnail_CAP_BLACK.jpg?v=1691039803
JVKE (제이크),"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",JVKE LIVE IN SEOUL Hoodie (Grey),"69,000원",https://cdn.shopify.com/s/files/1/0530/2324/5354/products/JVKE_Merch_Thumbnail_Hoodie_GRAY.jpg?v=1691039803
